Player,Year,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Uncontested Possessions,Contested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Kicks G,Marks G,Hand Balls G,Disp G,Goals G,Behinds G,Hit Outs G,Tackles G,Rebounds G,Inside 50 G,Clearances G,Clangers G,Frees For G,Frees Against G,Uncontested Possessions G,Contested Possessions G,Contested Marks G,Marks Inside 50 G,One Percenters G,Bounces G,Brownlow
Brad Sheppard,2016,10,5,5,15,0,0,0,1,2,1,0,3,2,1,4,12,0,0,7,0,0.47058823529411764,0.4444444444444445,0.2,0.32258064516129037,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.125,0.0,0.5,0.6666666666666666,0.25,0.14285714285714285,0.4166666666666667,0.0,0.0,0.875,0.0,0
Luke Shuey,2016,10,2,21,31,0,1,0,6,0,4,9,3,3,1,13,17,0,0,0,2,0.47058823529411764,0.1111111111111111,1.0,0.8387096774193549,0.0,0.5,0.0,0.6666666666666666,0.0,0.5,1.0,0.5,1.0,0.25,0.5714285714285714,0.6249999999999999,0.0,0.0,0.0,0.6666666666666666,0
Sharrod Wellingham,2016,17,4,5,22,0,0,0,5,2,4,0,1,1,0,5,15,1,0,3,0,0.8823529411764706,0.3333333333333333,0.2,0.5483870967741936,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.5,0.0,0.16666666666666666,0.3333333333333333,0.0,0.19047619047619047,0.5416666666666666,0.3333333333333333,0.0,0.375,0.0,0
Elliot Yeo,2016,11,4,9,20,1,0,1,6,0,6,4,2,2,0,7,13,1,0,0,1,0.5294117647058824,0.3333333333333333,0.4,0.4838709677419355,0.16666666666666666,0.0,0.030303030303030304,0.6666666666666666,0.0,0.75,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.0,0.2857142857142857,0.4583333333333333,0.3333333333333333,0.0,0.0,0.3333333333333333,0
Tomas Bugg,2016,8,1,5,13,0,0,0,9,0,2,2,2,1,1,5,8,0,0,0,0,0.2857142857142857,0.09090909090909091,0.13636363636363638,0.24999999999999997,0.0,0.0,0.0,0.47368421052631576,0.0,0.2857142857142857,0.25,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.19999999999999998,0.3157894736842105,0.0,0.0,0.0,0.0,0
Colin Garland,2016,6,3,3,9,0,0,0,5,3,0,0,3,0,2,2,6,1,0,4,0,0.19047619047619047,0.2727272727272727,0.04545454545454544,0.10714285714285712,0.0,0.0,0.0,0.2631578947368421,0.30000000000000004,0.0,0.0,0.5,0.0,0.6666666666666666,0.0,0.21052631578947367,0.2,0.0,0.36363636363636365,0.0,0
Jeff Garlett,2016,5,1,4,9,2,1,0,3,1,1,0,2,1,0,5,4,0,1,1,0,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.10714285714285712,0.4,0.3333333333333333,0.0,0.15789473684210525,0.1,0.14285714285714285,0.0,0.3333333333333333,0.3333333333333333,0.0,0.19999999999999998,0.10526315789473684,0.0,0.14285714285714285,0.09090909090909091,0.0,0
Max Gawn,2016,3,2,3,6,0,1,42,1,1,0,2,6,0,3,6,2,1,0,3,0,0.047619047619047616,0.18181818181818182,0.04545454545454544,0.0,0.0,0.3333333333333333,1.0,0.05263157894736842,0.1,0.0,0.25,1.0,0.0,1.0,0.2666666666666667,0.0,0.2,0.0,0.2727272727272727,0.0,0
James Harmes,2016,6,2,9,15,0,0,0,5,0,3,0,2,1,0,3,13,0,0,0,0,0.19047619047619047,0.18181818181818182,0.31818181818181823,0.3214285714285714,0.0,0.0,0.0,0.2631578947368421,0.0,0.42857142857142855,0.0,0.3333333333333333,0.3333333333333333,0.0,0.06666666666666668,0.5789473684210525,0.0,0.0,0.0,0.0,0
Jesse Hogan,2016,10,9,7,17,1,3,0,0,0,3,0,0,0,0,10,7,5,5,2,0,0.38095238095238093,0.8181818181818182,0.22727272727272727,0.3928571428571428,0.2,1.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.5333333333333333,0.2631578947368421,1.0,0.7142857142857142,0.18181818181818182,0.0,0
Jayden Hunt,2016,5,1,4,9,0,0,0,3,2,3,2,0,0,0,3,5,0,0,1,0,0.14285714285714285,0.09090909090909091,0.09090909090909091,0.10714285714285712,0.0,0.0,0.0,0.15789473684210525,0.2,0.42857142857142855,0.25,0.0,0.0,0.0,0.06666666666666668,0.15789473684210525,0.0,0.0,0.09090909090909091,0.0,0
Neville Jetta,2016,8,4,10,18,0,0,0,3,5,0,0,1,2,0,10,8,0,0,7,0,0.2857142857142857,0.36363636363636365,0.36363636363636365,0.4285714285714285,0.0,0.0,0.0,0.15789473684210525,0.5,0.0,0.0,0.16666666666666666,0.6666666666666666,0.0,0.5333333333333333,0.3157894736842105,0.0,0.0,0.6363636363636364,0.0,0
Nathan Jones,2016,9,2,12,21,0,0,0,8,1,5,4,2,1,2,6,14,0,0,0,0,0.3333333333333333,0.18181818181818182,0.4545454545454545,0.5357142857142857,0.0,0.0,0.0,0.42105263157894735,0.1,0.7142857142857142,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.2666666666666667,0.631578947368421,0.0,0.0,0.0,0.0,0
Ben Kennedy,2016,8,5,10,18,2,1,0,4,1,3,0,2,1,1,4,14,0,1,0,2,0.2857142857142857,0.4545454545454546,0.36363636363636365,0.4285714285714285,0.4,0.3333333333333333,0.0,0.21052631578947367,0.1,0.42857142857142855,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.13333333333333333,0.631578947368421,0.0,0.14285714285714285,0.0,1.0,0
Tom McDonald,2016,13,11,12,25,1,0,1,2,10,0,0,2,0,0,4,18,0,0,6,0,0.5238095238095238,1.0,0.4545454545454545,0.6785714285714285,0.2,0.0,0.023809523809523808,0.10526315789473684,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.8421052631578947,0.0,0.0,0.5454545454545454,0.0,0
Viv Michie,2016,6,6,7,13,0,0,0,0,2,0,0,0,0,0,2,11,0,0,2,0,0.19047619047619047,0.5454545454545454,0.22727272727272727,0.24999999999999997,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4736842105263158,0.0,0.0,0.18181818181818182,0.0,0
Clayton Oliver,2016,3,2,12,15,1,0,0,5,0,0,1,2,0,0,4,11,0,0,0,0,0.047619047619047616,0.18181818181818182,0.4545454545454545,0.3214285714285714,0.2,0.0,0.0,0.2631578947368421,0.0,0.0,0.125,0.3333333333333333,0.0,0.0,0.13333333333333333,0.4736842105263158,0.0,0.0,0.0,0.0,0
Cameron Pedersen,2016,6,6,9,15,0,2,6,1,1,4,0,3,0,1,4,11,0,0,2,0,0.19047619047619047,0.5454545454545454,0.31818181818181823,0.3214285714285714,0.0,0.6666666666666666,0.14285714285714285,0.05263157894736842,0.1,0.5714285714285714,0.0,0.5,0.0,0.3333333333333333,0.13333333333333333,0.4736842105263158,0.0,0.0,0.18181818181818182,0.0,0
Christian Petracca,2016,10,4,10,20,1,0,0,2,2,7,4,4,2,0,9,12,0,0,1,0,0.38095238095238093,0.36363636363636365,0.36363636363636365,0.4999999999999999,0.2,0.0,0.0,0.10526315789473684,0.2,1.0,0.5,0.6666666666666666,0.6666666666666666,0.0,0.4666666666666667,0.5263157894736842,0.0,0.0,0.09090909090909091,0.0,0
Christian Salem,2016,11,2,5,16,0,0,0,6,4,0,3,1,0,0,5,12,0,0,0,2,0.4285714285714285,0.18181818181818182,0.13636363636363638,0.3571428571428571,0.0,0.0,0.0,0.3157894736842105,0.4,0.0,0.375,0.16666666666666666,0.0,0.0,0.19999999999999998,0.5263157894736842,0.0,0.0,0.0,1.0,0
Billy Stretch,2016,10,6,15,25,0,0,0,2,1,2,2,1,1,0,10,14,1,0,0,0,0.38095238095238093,0.5454545454545454,0.5909090909090909,0.6785714285714285,0.0,0.0,0.0,0.10526315789473684,0.1,0.2857142857142857,0.25,0.16666666666666666,0.3333333333333333,0.0,0.5333333333333333,0.631578947368421,0.2,0.0,0.0,0.0,0
Dom Tyson,2016,8,3,24,32,0,0,1,4,1,2,3,1,0,0,12,20,0,0,0,0,0.2857142857142857,0.2727272727272727,0.9999999999999999,0.9285714285714285,0.0,0.0,0.023809523809523808,0.21052631578947367,0.1,0.2857142857142857,0.375,0.16666666666666666,0.0,0.0,0.6666666666666667,0.9473684210526315,0.0,0.0,0.0,0.0,0
Bernie Vince,2016,18,5,6,24,0,0,0,7,8,3,5,3,0,1,5,16,0,0,1,0,0.7619047619047619,0.4545454545454546,0.1818181818181818,0.6428571428571428,0.0,0.0,0.0,0.3684210526315789,0.8,0.42857142857142855,0.625,0.5,0.0,0.3333333333333333,0.19999999999999998,0.7368421052631579,0.0,0.0,0.09090909090909091,0.0,0
Jack Viney,2016,10,4,15,25,1,0,0,16,0,2,6,4,2,3,11,17,0,1,1,0,0.38095238095238093,0.36363636363636365,0.5909090909090909,0.6785714285714285,0.2,0.0,0.0,0.8421052631578947,0.0,0.2857142857142857,0.75,0.6666666666666666,0.6666666666666666,1.0,0.6,0.7894736842105262,0.0,0.14285714285714285,0.09090909090909091,0.0,0
Josh Wagner,2016,11,3,3,14,0,0,0,1,0,1,1,3,0,1,3,11,0,0,2,1,0.4285714285714285,0.2727272727272727,0.04545454545454544,0.2857142857142857,0.0,0.0,0.0,0.05263157894736842,0.0,0.14285714285714285,0.125,0.5,0.0,0.3333333333333333,0.06666666666666668,0.4736842105263158,0.0,0.0,0.18181818181818182,0.5,0
Jack Watts,2016,12,11,2,14,3,0,0,0,0,7,0,2,0,1,2,13,0,3,3,0,0.47619047619047616,1.0,0.0,0.2857142857142857,0.6000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.5789473684210525,0.0,0.42857142857142855,0.2727272727272727,0.0,0
Jed Adcock,2016,8,2,9,17,0,0,0,3,2,1,0,2,0,0,4,12,0,0,2,0,0.2857142857142857,0.18181818181818182,0.31818181818181823,0.3928571428571428,0.0,0.0,0.0,0.15789473684210525,0.2,0.14285714285714285,0.0,0.3333333333333333,0.0,0.0,0.13333333333333333,0.5263157894736842,0.0,0.0,0.18181818181818182,0.0,0
Shane Biggs,2016,8,2,11,19,0,0,0,3,2,2,1,1,0,0,4,15,0,0,2,0,0.2857142857142857,0.18181818181818182,0.40909090909090906,0.4642857142857142,0.0,0.0,0.0,0.15789473684210525,0.2,0.2857142857142857,0.125,0.16666666666666666,0.0,0.0,0.13333333333333333,0.6842105263157895,0.0,0.0,0.18181818181818182,0.0,0
Marcus Bontempelli,2016,13,5,20,33,0,0,5,2,2,6,8,3,1,1,17,18,0,0,2,0,0.5238095238095238,0.4545454545454546,0.8181818181818182,0.9642857142857143,0.0,0.0,0.11904761904761904,0.10526315789473684,0.2,0.8571428571428571,1.0,0.5,0.3333333333333333,0.3333333333333333,1.0,0.8421052631578947,0.0,0.0,0.18181818181818182,0.0,3
Matthew Boyd,2016,23,8,8,31,0,0,0,1,10,2,0,1,0,0,5,21,0,0,3,1,0.9999999999999999,0.7272727272727273,0.2727272727272727,0.8928571428571427,0.0,0.0,0.0,0.05263157894736842,1.0,0.2857142857142857,0.0,0.16666666666666666,0.0,0.0,0.19999999999999998,0.9999999999999999,0.0,0.0,0.2727272727272727,0.5,0
Tom Campbell,2016,2,3,5,7,0,0,34,5,0,1,1,2,1,0,2,5,0,1,2,0,0.0,0.2727272727272727,0.13636363636363638,0.035714285714285726,0.0,0.0,0.8095238095238095,0.2631578947368421,0.0,0.14285714285714285,0.125,0.3333333333333333,0.3333333333333333,0.0,0.0,0.15789473684210525,0.0,0.14285714285714285,0.18181818181818182,0.0,0
Luke Dahlhaus,2016,11,4,18,29,0,0,0,7,1,5,3,5,0,2,9,20,0,0,0,0,0.4285714285714285,0.36363636363636365,0.7272727272727273,0.8214285714285713,0.0,0.0,0.0,0.3684210526315789,0.1,0.7142857142857142,0.375,0.8333333333333333,0.0,0.6666666666666666,0.4666666666666667,0.9473684210526315,0.0,0.0,0.0,0.0,0
Bailey Dale,2016,6,6,9,15,1,0,0,1,0,2,0,3,0,1,2,13,0,1,1,0,0.19047619047619047,0.5454545454545454,0.31818181818181823,0.3214285714285714,0.2,0.0,0.0,0.05263157894736842,0.0,0.2857142857142857,0.0,0.5,0.0,0.3333333333333333,0.0,0.5789473684210525,0.0,0.14285714285714285,0.09090909090909091,0.0,0
Caleb Daniel,2016,11,4,9,20,0,1,0,1,1,2,3,2,0,1,3,15,0,0,0,0,0.4285714285714285,0.36363636363636365,0.31818181818181823,0.4999999999999999,0.0,0.3333333333333333,0.0,0.05263157894736842,0.1,0.2857142857142857,0.375,0.3333333333333333,0.0,0.3333333333333333,0.06666666666666668,0.6842105263157895,0.0,0.0,0.0,0.0,0
Tory Dickson,2016,5,1,5,10,2,0,0,4,1,1,0,1,1,0,5,5,0,0,0,0,0.14285714285714285,0.09090909090909091,0.13636363636363638,0.14285714285714282,0.4,0.0,0.0,0.21052631578947367,0.1,0.14285714285714285,0.0,0.16666666666666666,0.3333333333333333,0.0,0.19999999999999998,0.15789473684210525,0.0,0.0,0.0,0.0,0
Lachie Hunter,2016,14,4,20,34,1,0,0,3,3,3,4,1,1,0,14,20,0,0,3,0,0.5714285714285714,0.36363636363636365,0.8181818181818182,0.9999999999999999,0.2,0.0,0.0,0.15789473684210525,0.30000000000000004,0.42857142857142855,0.5,0.16666666666666666,0.3333333333333333,0.0,0.8,0.9473684210526315,0.0,0.0,0.2727272727272727,0.0,2
Tom Liberatore,2016,12,2,13,25,1,0,0,19,0,5,7,5,1,3,15,10,0,0,0,0,0.47619047619047616,0.18181818181818182,0.5,0.6785714285714285,0.2,0.0,0.0,1.0,0.0,0.7142857142857142,0.875,0.8333333333333333,0.3333333333333333,1.0,0.8666666666666667,0.42105263157894735,0.0,0.0,0.0,0.0,1
Jack Macrae,2016,15,5,12,27,0,0,0,5,4,2,1,3,2,0,7,20,0,0,2,0,0.619047619047619,0.4545454545454546,0.4545454545454545,0.7499999999999999,0.0,0.0,0.0,0.2631578947368421,0.4,0.2857142857142857,0.125,0.5,0.6666666666666666,0.0,0.33333333333333337,0.9473684210526315,0.0,0.0,0.18181818181818182,0.0,0
Toby McLean,2016,11,5,7,18,1,2,0,1,1,3,0,2,2,0,6,12,0,1,1,0,0.4285714285714285,0.4545454545454546,0.22727272727272727,0.4285714285714285,0.2,0.6666666666666666,0.0,0.05263157894736842,0.1,0.42857142857142855,0.0,0.3333333333333333,0.6666666666666666,0.0,0.2666666666666667,0.5263157894736842,0.0,0.14285714285714285,0.09090909090909091,0.0,0
Dale Morris,2016,5,4,8,13,0,0,0,2,1,1,0,1,1,0,7,6,2,0,6,0,0.14285714285714285,0.36363636363636365,0.2727272727272727,0.24999999999999997,0.0,0.0,0.0,0.10526315789473684,0.1,0.14285714285714285,0.0,0.16666666666666666,0.3333333333333333,0.0,0.33333333333333337,0.21052631578947367,0.4,0.0,0.5454545454545454,0.0,0
Liam Picken,2016,19,5,11,30,2,1,0,5,1,6,1,3,0,0,9,21,0,0,1,0,0.8095238095238094,0.4545454545454546,0.40909090909090906,0.8571428571428571,0.4,0.3333333333333333,0.0,0.2631578947368421,0.1,0.8571428571428571,0.125,0.5,0.0,0.0,0.4666666666666667,0.9999999999999999,0.0,0.0,0.09090909090909091,0.0,0
Jack Redpath,2016,11,11,3,14,3,1,0,2,0,1,1,4,1,1,9,8,5,7,2,0,0.4285714285714285,1.0,0.04545454545454544,0.2857142857142857,0.6000000000000001,0.3333333333333333,0.0,0.10526315789473684,0.0,0.14285714285714285,0.125,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.3157894736842105,1.0,1.0,0.18181818181818182,0.0,0
Fletcher Roberts,2016,3,0,4,7,0,0,0,1,3,0,0,0,1,0,4,2,0,0,11,0,0.047619047619047616,0.0,0.09090909090909091,0.035714285714285726,0.0,0.0,0.0,0.05263157894736842,0.30000000000000004,0.0,0.0,0.0,0.3333333333333333,0.0,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,0
Jordan Roughead,2016,6,1,3,9,0,1,2,3,1,2,3,1,3,0,6,4,0,0,3,0,0.19047619047619047,0.09090909090909091,0.04545454545454544,0.10714285714285712,0.0,0.3333333333333333,0.047619047619047616,0.15789473684210525,0.1,0.2857142857142857,0.375,0.16666666666666666,1.0,0.0,0.2666666666666667,0.10526315789473684,0.0,0.0,0.2727272727272727,0.0,0
Jake Stringer,2016,13,7,3,16,5,0,0,1,0,4,2,3,0,0,3,12,0,1,0,0,0.5238095238095238,0.6363636363636364,0.04545454545454544,0.3571428571428571,1.0,0.0,0.0,0.05263157894736842,0.0,0.5714285714285714,0.25,0.5,0.0,0.0,0.06666666666666668,0.5263157894736842,0.0,0.14285714285714285,0.0,0.0,0
Mitch Wallis,2016,11,3,14,25,1,0,1,6,1,4,2,4,1,0,14,14,1,1,3,0,0.4285714285714285,0.2727272727272727,0.5454545454545454,0.6785714285714285,0.2,0.0,0.023809523809523808,0.3157894736842105,0.1,0.5714285714285714,0.25,0.6666666666666666,0.3333333333333333,0.0,0.8,0.631578947368421,0.2,0.14285714285714285,0.2727272727272727,0.0,0
Bailey Williams,2016,7,2,7,14,0,1,0,4,0,5,1,1,0,1,5,10,0,0,2,0,0.23809523809523808,0.18181818181818182,0.22727272727272727,0.2857142857142857,0.0,0.3333333333333333,0.0,0.21052631578947367,0.0,0.7142857142857142,0.125,0.16666666666666666,0.0,0.3333333333333333,0.19999999999999998,0.42105263157894735,0.0,0.0,0.18181818181818182,0.0,0
Easton Wood,2016,8,3,5,13,0,0,0,5,1,3,1,4,0,2,5,8,2,0,5,0,0.2857142857142857,0.2727272727272727,0.13636363636363638,0.24999999999999997,0.0,0.0,0.0,0.2631578947368421,0.1,0.42857142857142855,0.125,0.6666666666666666,0.0,0.6666666666666666,0.19999999999999998,0.3157894736842105,0.4,0.0,0.4545454545454546,0.0,0
Grant Birchall,2016,10,4,9,19,0,0,0,0,1,0,0,2,0,0,4,14,0,0,3,0,0.4444444444444445,0.36363636363636365,0.4375,0.49999999999999994,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.3333333333333333,0.0,0.0,0.15789473684210525,0.6470588235294117,0.0,0.0,0.23076923076923078,0.0,0
Kaiden Brand,2016,4,3,4,8,0,0,0,2,0,1,0,1,0,0,2,7,0,0,9,0,0.1111111111111111,0.2727272727272727,0.125,0.10714285714285715,0.0,0.0,0.0,0.2857142857142857,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.05263157894736842,0.23529411764705882,0.0,0.0,0.6923076923076923,0.0,0
Luke Breust,2016,8,2,12,20,1,0,0,4,1,3,2,0,3,0,8,12,0,1,1,0,0.3333333333333333,0.18181818181818182,0.625,0.5357142857142856,0.25,0.0,0.0,0.5714285714285714,0.1,0.5,0.18181818181818182,0.0,1.0,0.0,0.3684210526315789,0.5294117647058822,0.0,0.3333333333333333,0.07692307692307693,0.0,0
Shaun Burgoyne,2016,5,2,15,20,0,0,0,5,2,1,2,4,0,2,10,9,0,0,1,0,0.16666666666666669,0.18181818181818182,0.8125,0.5357142857142856,0.0,0.0,0.0,0.7142857142857142,0.2,0.16666666666666666,0.18181818181818182,0.6666666666666666,0.0,1.0,0.47368421052631576,0.35294117647058826,0.0,0.0,0.07692307692307693,0.0,0
Jonathon Ceglar,2016,7,4,9,16,0,0,14,1,1,2,2,2,0,0,11,5,2,1,4,0,0.27777777777777773,0.36363636363636365,0.4375,0.39285714285714285,0.0,0.0,0.39999999999999997,0.14285714285714285,0.1,0.3333333333333333,0.18181818181818182,0.3333333333333333,0.0,0.0,0.5263157894736843,0.11764705882352944,0.4,0.3333333333333333,0.3076923076923077,0.0,0
Taylor Duryea,2016,20,11,2,22,0,1,0,1,6,3,0,4,0,0,5,16,0,0,1,0,1.0,1.0,0.0,0.6071428571428572,0.0,0.5,0.0,0.14285714285714285,0.6000000000000001,0.5,0.0,0.6666666666666666,0.0,0.0,0.21052631578947367,0.7647058823529411,0.0,0.0,0.07692307692307693,0.0,0
James Frawley,2016,7,5,10,17,0,0,0,3,3,0,0,2,0,0,5,12,0,0,8,0,0.27777777777777773,0.4545454545454546,0.5,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.30000000000000004,0.0,0.0,0.3333333333333333,0.0,0.0,0.21052631578947367,0.5294117647058822,0.0,0.0,0.6153846153846154,0.0,0
Josh Gibson,2016,7,6,7,14,0,0,0,2,2,0,0,3,1,1,4,10,0,0,12,0,0.27777777777777773,0.5454545454545454,0.3125,0.32142857142857145,0.0,0.0,0.0,0.2857142857142857,0.2,0.0,0.0,0.5,0.3333333333333333,0.5,0.15789473684210525,0.411764705882353,0.0,0.0,0.9230769230769231,0.0,0
Jack Gunston,2016,15,11,3,18,4,2,0,1,0,6,0,0,1,0,7,11,4,3,0,0,0.7222222222222221,1.0,0.0625,0.46428571428571425,1.0,1.0,0.0,0.14285714285714285,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.3157894736842105,0.4705882352941177,0.8,1.0,0.0,0.0,1
Billy Hartung,2016,17,3,4,21,0,0,0,2,1,5,0,3,1,1,3,18,0,0,0,4,0.8333333333333333,0.2727272727272727,0.125,0.5714285714285714,0.0,0.0,0.0,0.2857142857142857,0.1,0.8333333333333333,0.0,0.5,0.3333333333333333,0.5,0.10526315789473684,0.8823529411764706,0.0,0.0,0.0,1.0,0
Bradley Hill,2016,12,4,4,16,0,0,0,2,1,1,0,3,0,0,1,15,0,0,1,1,0.5555555555555556,0.36363636363636365,0.125,0.39285714285714285,0.0,0.0,0.0,0.2857142857142857,0.1,0.16666666666666666,0.0,0.5,0.0,0.0,0.0,0.7058823529411764,0.0,0.0,0.07692307692307693,0.25,0
Will Langford,2016,10,0,9,19,0,0,1,4,0,4,5,2,2,1,14,5,0,0,0,0,0.4444444444444445,0.0,0.4375,0.49999999999999994,0.0,0.0,0.02857142857142857,0.5714285714285714,0.0,0.6666666666666666,0.4545454545454546,0.3333333333333333,0.6666666666666666,0.5,0.6842105263157894,0.11764705882352944,0.0,0.0,0.0,0.0,0
Jordan Lewis,2016,14,2,6,20,0,1,4,3,2,3,6,5,2,2,7,12,0,0,1,0,0.6666666666666665,0.18181818181818182,0.25,0.5357142857142856,0.0,0.5,0.11428571428571428,0.42857142857142855,0.2,0.5,0.5454545454545454,0.8333333333333333,0.6666666666666666,1.0,0.3157894736842105,0.5294117647058822,0.0,0.0,0.07692307692307693,0.0,0
Ben McEvoy,2016,5,3,9,14,0,0,17,5,1,2,3,2,0,1,9,6,1,0,1,0,0.16666666666666669,0.2727272727272727,0.4375,0.32142857142857145,0.0,0.0,0.4857142857142857,0.7142857142857142,0.1,0.3333333333333333,0.2727272727272727,0.3333333333333333,0.0,0.5,0.42105263157894735,0.1764705882352941,0.2,0.0,0.07692307692307693,0.0,0
Sam Mitchell,2016,5,2,10,15,0,0,0,3,2,1,0,2,0,0,2,13,0,0,1,0,0.16666666666666669,0.18181818181818182,0.5,0.35714285714285715,0.0,0.0,0.0,0.42857142857142855,0.2,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.05263157894736842,0.588235294117647,0.0,0.0,0.07692307692307693,0.0,0
Tim OBrien,2016,2,3,8,10,0,2,0,1,0,0,0,1,0,1,4,6,1,2,1,0,0.0,0.2727272727272727,0.375,0.17857142857142855,0.0,1.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.16666666666666666,0.0,0.5,0.15789473684210525,0.1764705882352941,0.2,0.6666666666666666,0.07692307692307693,0.0,0
Paul Puopolo,2016,10,5,7,17,1,2,0,1,0,4,2,2,0,2,6,11,1,2,2,1,0.4444444444444445,0.4545454545454546,0.3125,0.42857142857142855,0.25,1.0,0.0,0.14285714285714285,0.0,0.6666666666666666,0.18181818181818182,0.3333333333333333,0.0,1.0,0.2631578947368421,0.4705882352941177,0.2,0.6666666666666666,0.15384615384615385,0.25,0
Cyril Rioli,2016,6,4,5,11,1,0,0,2,0,3,3,1,0,0,7,5,1,1,2,0,0.2222222222222222,0.36363636363636365,0.1875,0.2142857142857143,0.25,0.0,0.0,0.2857142857142857,0.0,0.5,0.2727272727272727,0.16666666666666666,0.0,0.0,0.3157894736842105,0.11764705882352944,0.2,0.3333333333333333,0.15384615384615385,0.0,0
Liam Shiels,2016,20,3,6,26,0,0,0,7,1,5,9,3,2,0,10,11,0,0,1,0,1.0,0.2727272727272727,0.25,0.75,0.0,0.0,0.0,1.0,0.1,0.8333333333333333,0.8181818181818182,0.5,0.6666666666666666,0.0,0.47368421052631576,0.4705882352941177,0.0,0.0,0.07692307692307693,0.0,0
James Sicily,2016,8,4,2,10,0,2,0,3,0,2,1,2,3,1,5,5,2,2,0,0,0.3333333333333333,0.36363636363636365,0.0,0.17857142857142855,0.0,1.0,0.0,0.42857142857142855,0.0,0.3333333333333333,0.09090909090909091,0.3333333333333333,1.0,0.5,0.21052631578947367,0.11764705882352944,0.4,0.6666666666666666,0.0,0.0,0
Isaac Smith,2016,15,3,11,26,0,0,1,1,3,6,4,4,0,0,6,20,0,0,1,3,0.7222222222222221,0.2727272727272727,0.5625,0.75,0.0,0.0,0.02857142857142857,0.14285714285714285,0.30000000000000004,1.0,0.36363636363636365,0.6666666666666666,0.0,0.0,0.2631578947368421,1.0,0.0,0.0,0.07692307692307693,0.75,0
Ben Stratton,2016,5,6,4,9,0,0,0,1,0,2,0,3,0,0,3,5,1,0,13,0,0.16666666666666669,0.5454545454545454,0.125,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.3333333333333333,0.0,0.5,0.0,0.0,0.10526315789473684,0.11764705882352944,0.2,0.0,1.0,0.0,0
Harry Cunningham,2016,7,2,12,19,0,0,0,5,1,2,0,1,0,0,7,12,0,0,2,0,0.27777777777777773,0.18181818181818182,0.625,0.49999999999999994,0.0,0.0,0.0,0.7142857142857142,0.1,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.3157894736842105,0.5294117647058822,0.0,0.0,0.15384615384615385,0.0,0
Lance Franklin,2016,12,4,4,16,3,2,0,4,0,4,0,1,0,0,6,10,2,3,2,2,0.5555555555555556,0.36363636363636365,0.125,0.39285714285714285,0.75,1.0,0.0,0.5714285714285714,0.0,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.2631578947368421,0.411764705882353,0.4,1.0,0.15384615384615385,0.5,0
Heath Grundy,2016,14,7,11,25,0,0,0,1,5,1,0,0,2,0,10,16,2,0,3,0,0.6666666666666665,0.6363636363636364,0.5625,0.7142857142857142,0.0,0.0,0.0,0.14285714285714285,0.5,0.16666666666666666,0.0,0.0,0.6666666666666666,0.0,0.47368421052631576,0.7647058823529411,0.4,0.0,0.23076923076923078,0.0,0
Dan Hannebery,2016,15,1,18,33,0,0,0,5,0,6,11,5,1,2,19,12,1,0,1,0,0.7222222222222221,0.09090909090909091,1.0,1.0,0.0,0.0,0.0,0.7142857142857142,0.0,1.0,1.0,0.8333333333333333,0.3333333333333333,1.0,0.9473684210526316,0.5294117647058822,0.2,0.0,0.07692307692307693,0.0,3
Isaac Heeney,2016,6,5,8,14,0,1,0,6,0,2,0,0,1,0,7,7,2,1,1,0,0.2222222222222222,0.4545454545454546,0.375,0.32142857142857145,0.0,0.5,0.0,0.8571428571428571,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3157894736842105,0.23529411764705882,0.4,0.3333333333333333,0.07692307692307693,0.0,0
