Player,Year,Kicks,Marks,Hand Balls,Disp,Goals,Behinds,Hit Outs,Tackles,Rebounds,Inside 50,Clearances,Clangers,Frees For,Frees Against,Uncontested Possessions,Contested Possessions,Contested Marks,Marks Inside 50,One Percenters,Bounces,Kicks G,Marks G,Hand Balls G,Disp G,Goals G,Behinds G,Hit Outs G,Tackles G,Rebounds G,Inside 50 G,Clearances G,Clangers G,Frees For G,Frees Against G,Uncontested Possessions G,Contested Possessions G,Contested Marks G,Marks Inside 50 G,One Percenters G,Bounces G,Brownlow
George Hewett,2016,11,4,7,18,0,0,0,5,1,1,2,2,3,0,10,9,0,0,1,0,0.49999999999999994,0.36363636363636365,0.3125,0.46428571428571425,0.0,0.0,0.0,0.7142857142857142,0.1,0.16666666666666666,0.18181818181818182,0.3333333333333333,1.0,0.0,0.47368421052631576,0.35294117647058826,0.0,0.0,0.07692307692307693,0.0,0
Kieren Jack,2016,11,2,9,20,0,0,0,3,2,4,2,6,0,2,9,12,0,0,0,0,0.49999999999999994,0.18181818181818182,0.4375,0.5357142857142856,0.0,0.0,0.0,0.42857142857142855,0.2,0.6666666666666666,0.18181818181818182,1.0,0.0,1.0,0.42105263157894735,0.5294117647058822,0.0,0.0,0.0,0.0,0
Zak Jones,2016,8,2,4,12,0,0,0,4,5,2,0,3,0,1,2,8,0,0,2,0,0.3333333333333333,0.18181818181818182,0.125,0.25,0.0,0.0,0.0,0.5714285714285714,0.5,0.3333333333333333,0.0,0.5,0.0,0.5,0.05263157894736842,0.29411764705882354,0.0,0.0,0.15384615384615385,0.0,0
Josh Kennedy,2016,9,0,17,26,0,0,0,7,0,3,7,4,2,1,20,8,0,0,1,0,0.3888888888888889,0.0,0.9375,0.75,0.0,0.0,0.0,1.0,0.0,0.5,0.6363636363636364,0.6666666666666666,0.6666666666666666,0.5,1.0,0.29411764705882354,0.0,0.0,0.07692307692307693,0.0,0
Jeremy Laidler,2016,7,4,6,13,0,0,0,1,4,1,0,3,0,1,2,7,1,0,5,0,0.27777777777777773,0.36363636363636365,0.25,0.2857142857142857,0.0,0.0,0.0,0.14285714285714285,0.4,0.16666666666666666,0.0,0.5,0.0,0.5,0.05263157894736842,0.23529411764705882,0.2,0.0,0.38461538461538464,0.0,0
Jake Lloyd,2016,16,6,9,25,0,0,0,3,4,1,2,2,0,0,6,19,0,0,1,0,0.7777777777777777,0.5454545454545454,0.4375,0.7142857142857142,0.0,0.0,0.0,0.42857142857142855,0.4,0.16666666666666666,0.18181818181818182,0.3333333333333333,0.0,0.0,0.2631578947368421,0.9411764705882353,0.0,0.0,0.07692307692307693,0.0,0
Ben McGlynn,2016,7,6,5,12,2,0,0,3,1,2,0,3,0,1,3,9,1,1,0,0,0.27777777777777773,0.5454545454545454,0.1875,0.25,0.5,0.0,0.0,0.42857142857142855,0.1,0.3333333333333333,0.0,0.5,0.0,0.5,0.10526315789473684,0.35294117647058826,0.2,0.3333333333333333,0.0,0.0,0
Jarrad McVeigh,2016,10,3,7,17,0,0,0,2,5,0,0,1,0,1,5,9,0,0,0,0,0.4444444444444445,0.2727272727272727,0.3125,0.42857142857142855,0.0,0.0,0.0,0.2857142857142857,0.5,0.0,0.0,0.16666666666666666,0.0,0.5,0.21052631578947367,0.35294117647058826,0.0,0.0,0.0,0.0,0
Callum Mills,2016,7,6,8,15,0,0,0,1,2,0,0,0,0,0,6,10,0,0,4,0,0.27777777777777773,0.5454545454545454,0.375,0.35714285714285715,0.0,0.0,0.0,0.14285714285714285,0.2,0.0,0.0,0.0,0.0,0.0,0.2631578947368421,0.411764705882353,0.0,0.0,0.3076923076923077,0.0,0
Tom Mitchell,2016,8,6,13,21,0,1,0,5,0,3,3,1,1,1,4,17,0,0,0,0,0.3333333333333333,0.5454545454545454,0.6875,0.5714285714285714,0.0,0.5,0.0,0.7142857142857142,0.0,0.5,0.2727272727272727,0.16666666666666666,0.3333333333333333,0.5,0.15789473684210525,0.8235294117647058,0.0,0.0,0.0,0.0,0
Luke Parker,2016,13,1,17,30,0,1,0,7,2,2,6,2,1,1,17,16,0,0,2,0,0.6111111111111112,0.09090909090909091,0.9375,0.8928571428571428,0.0,0.5,0.0,1.0,0.2,0.3333333333333333,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5,0.8421052631578947,0.7647058823529411,0.0,0.0,0.15384615384615385,0.0,2
Dane Rampe,2016,16,8,8,24,0,0,0,5,10,0,0,3,1,1,4,18,1,0,6,0,0.7777777777777777,0.7272727272727273,0.375,0.6785714285714286,0.0,0.0,0.0,0.7142857142857142,1.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.15789473684210525,0.8823529411764706,0.2,0.0,0.46153846153846156,0.0,0
Ted Richards,2016,2,2,3,5,0,0,0,0,0,0,0,1,0,0,3,3,1,0,1,0,0.0,0.18181818181818182,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.10526315789473684,0.0,0.2,0.0,0.07692307692307693,0.0,0
Gary Rohan,2016,8,5,2,10,3,0,0,2,0,2,0,3,0,2,5,4,2,2,0,1,0.3333333333333333,0.4545454545454546,0.0,0.17857142857142855,0.75,0.0,0.0,0.2857142857142857,0.0,0.3333333333333333,0.0,0.5,0.0,1.0,0.21052631578947367,0.05882352941176472,0.4,0.6666666666666666,0.0,0.25,0
Callum Sinclair,2016,3,4,6,9,0,0,12,5,0,1,0,0,0,0,2,7,0,0,0,0,0.05555555555555555,0.36363636363636365,0.25,0.14285714285714285,0.0,0.0,0.34285714285714286,0.7142857142857142,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.05263157894736842,0.23529411764705882,0.0,0.0,0.0,0.0,0
Nick Smith,2016,8,4,2,10,0,0,0,2,3,1,0,0,0,0,2,8,1,0,6,0,0.3333333333333333,0.36363636363636365,0.0,0.17857142857142855,0.0,0.0,0.0,0.2857142857142857,0.30000000000000004,0.16666666666666666,0.0,0.0,0.0,0.0,0.05263157894736842,0.29411764705882354,0.2,0.0,0.46153846153846156,0.0,0
Kurt Tippett,2016,12,6,7,19,2,1,35,4,1,2,4,1,0,1,13,6,5,3,2,0,0.5555555555555556,0.5454545454545454,0.3125,0.49999999999999994,0.5,0.5,1.0,0.5714285714285714,0.1,0.3333333333333333,0.36363636363636365,0.16666666666666666,0.0,0.5,0.631578947368421,0.1764705882352941,1.0,1.0,0.15384615384615385,0.0,0
Taylor Adams,2016,14,8,9,23,0,0,0,2,2,3,1,4,1,2,12,14,0,0,2,0,0.611111111111111,0.7272727272727273,0.4117647058823529,0.68,0.0,0.0,0.0,0.25,0.4,0.375,0.16666666666666666,0.6666666666666666,0.2,0.5,0.8333333333333334,0.7000000000000001,0.0,0.0,0.2,0.0,0
Jarryd Blair,2016,3,3,7,10,0,0,0,7,0,0,0,5,3,4,6,7,0,0,1,0,0.0,0.2727272727272727,0.2941176470588235,0.16000000000000003,0.0,0.0,0.0,0.875,0.0,0.0,0.0,0.8333333333333333,0.6000000000000001,1.0,0.33333333333333337,0.35000000000000003,0.0,0.0,0.1,0.0,0
Mason Cox,2016,4,3,5,9,2,0,4,1,0,1,2,3,0,0,6,4,1,1,3,1,0.05555555555555555,0.2727272727272727,0.17647058823529413,0.12,0.5,0.0,0.3076923076923077,0.125,0.0,0.125,0.3333333333333333,0.5,0.0,0.0,0.33333333333333337,0.2,0.3333333333333333,0.3333333333333333,0.30000000000000004,0.3333333333333333,0
Jack Crisp,2016,14,4,10,24,1,0,1,8,2,8,5,6,1,2,10,14,0,0,0,1,0.611111111111111,0.36363636363636365,0.47058823529411764,0.72,0.25,0.0,0.07692307692307693,1.0,0.4,1.0,0.8333333333333333,1.0,0.2,0.5,0.6666666666666666,0.7000000000000001,0.0,0.0,0.0,0.3333333333333333,0
Ben Crocker,2016,5,2,2,7,1,0,0,0,0,3,0,2,2,1,3,4,0,1,1,0,0.11111111111111113,0.18181818181818182,0.0,0.040000000000000036,0.25,0.0,0.0,0.0,0.0,0.375,0.0,0.3333333333333333,0.4,0.25,0.08333333333333334,0.2,0.0,0.3333333333333333,0.1,0.0,0
Jordan de Goey,2016,10,5,12,22,1,0,0,2,2,3,5,3,1,2,11,13,0,0,0,0,0.38888888888888895,0.4545454545454546,0.588235294117647,0.64,0.25,0.0,0.0,0.25,0.4,0.375,0.8333333333333333,0.5,0.2,0.5,0.75,0.65,0.0,0.0,0.0,0.0,0
Alex Fasolo,2016,5,2,5,10,2,0,0,6,0,1,0,2,0,2,2,8,0,1,1,0,0.11111111111111113,0.18181818181818182,0.17647058823529413,0.16000000000000003,0.5,0.0,0.0,0.75,0.0,0.125,0.0,0.3333333333333333,0.0,0.5,0.0,0.4,0.0,0.3333333333333333,0.1,0.0,0
Jack Frost,2016,4,3,6,10,0,0,0,4,3,0,0,1,1,0,4,6,0,0,4,1,0.05555555555555555,0.2727272727272727,0.2352941176470588,0.16000000000000003,0.0,0.0,0.0,0.5,0.6000000000000001,0.0,0.0,0.16666666666666666,0.2,0.0,0.16666666666666666,0.30000000000000004,0.0,0.0,0.4,0.3333333333333333,0
Levi Greenwood,2016,13,2,8,21,0,0,0,4,2,2,1,6,1,2,7,14,0,0,0,0,0.5555555555555556,0.18181818181818182,0.3529411764705882,0.6,0.0,0.0,0.0,0.5,0.4,0.25,0.16666666666666666,1.0,0.2,0.5,0.41666666666666663,0.7000000000000001,0.0,0.0,0.0,0.0,0
Brodie Grundy,2016,15,4,5,20,2,0,13,3,3,2,6,3,2,0,14,7,0,2,2,1,0.6666666666666666,0.36363636363636365,0.17647058823529413,0.56,0.5,0.0,1.0,0.375,0.6000000000000001,0.25,1.0,0.5,0.4,0.0,0.9999999999999999,0.35000000000000003,0.0,0.6666666666666666,0.2,0.3333333333333333,0
Jeremy Howe,2016,17,11,5,22,0,0,0,1,4,3,0,3,2,2,7,14,1,0,4,0,0.7777777777777778,1.0,0.17647058823529413,0.64,0.0,0.0,0.0,0.125,0.8,0.375,0.0,0.5,0.4,0.5,0.41666666666666663,0.7000000000000001,0.3333333333333333,0.0,0.4,0.0,0
Brayden Maynard,2016,11,3,3,14,0,0,0,0,3,0,0,4,0,1,5,8,0,0,4,0,0.4444444444444444,0.2727272727272727,0.05882352941176469,0.32000000000000006,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.6666666666666666,0.0,0.25,0.24999999999999997,0.4,0.0,0.0,0.4,0.0,0
Darcy Moore,2016,7,6,5,12,1,1,1,2,0,3,0,2,1,0,4,8,2,1,2,0,0.22222222222222218,0.5454545454545454,0.17647058823529413,0.24,0.25,0.5,0.07692307692307693,0.25,0.0,0.375,0.0,0.3333333333333333,0.2,0.0,0.16666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.2,0.0,0
Adam Oxley,2016,10,6,4,14,0,0,0,3,3,4,0,3,0,1,3,11,0,0,0,0,0.38888888888888895,0.5454545454545454,0.11764705882352941,0.32000000000000006,0.0,0.0,0.0,0.375,0.6000000000000001,0.5,0.0,0.5,0.0,0.25,0.08333333333333334,0.55,0.0,0.0,0.0,0.0,0
Scott Pendlebury,2016,11,6,15,26,3,0,0,4,4,0,4,2,2,1,13,14,0,2,1,0,0.4444444444444444,0.5454545454545454,0.7647058823529411,0.8,0.75,0.0,0.0,0.5,0.8,0.0,0.6666666666666666,0.3333333333333333,0.4,0.25,0.9166666666666666,0.7000000000000001,0.0,0.6666666666666666,0.1,0.0,2
Ben Reid,2016,12,8,2,14,0,0,0,1,2,0,0,0,1,0,3,12,0,0,7,0,0.5,0.7272727272727273,0.0,0.32000000000000006,0.0,0.0,0.0,0.125,0.4,0.0,0.0,0.0,0.2,0.0,0.08333333333333334,0.6000000000000001,0.0,0.0,0.7000000000000001,0.0,0
Steele Sidebottom,2016,21,9,10,31,0,0,0,5,3,2,2,2,1,0,10,20,1,0,2,2,0.9999999999999999,0.8181818181818182,0.47058823529411764,1.0,0.0,0.0,0.0,0.625,0.6000000000000001,0.25,0.3333333333333333,0.3333333333333333,0.2,0.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.2,0.6666666666666666,3
Josh Smith,2016,7,2,10,17,0,0,0,0,1,0,2,1,2,1,9,8,0,0,3,0,0.22222222222222218,0.18181818181818182,0.47058823529411764,0.44000000000000006,0.0,0.0,0.0,0.0,0.2,0.0,0.3333333333333333,0.16666666666666666,0.4,0.25,0.5833333333333334,0.4,0.0,0.0,0.30000000000000004,0.0,0
Alan Toovey,2016,6,3,7,13,0,0,0,1,1,0,0,1,1,0,6,8,0,0,3,0,0.16666666666666666,0.2727272727272727,0.2941176470588235,0.28,0.0,0.0,0.0,0.125,0.2,0.0,0.0,0.16666666666666666,0.2,0.0,0.33333333333333337,0.4,0.0,0.0,0.30000000000000004,0.0,0
Adam Treloar,2016,10,5,19,29,1,1,0,8,1,5,2,2,0,2,9,18,0,1,0,0,0.38888888888888895,0.4545454545454546,1.0,0.9199999999999999,0.25,0.5,0.0,1.0,0.2,0.625,0.3333333333333333,0.3333333333333333,0.0,0.5,0.5833333333333334,0.9,0.0,0.3333333333333333,0.0,0.0,1
Travis Varcoe,2016,10,2,2,12,0,2,0,5,1,4,0,3,3,0,5,8,0,0,2,2,0.38888888888888895,0.18181818181818182,0.0,0.24,0.0,1.0,0.0,0.625,0.2,0.5,0.0,0.5,0.6000000000000001,0.0,0.24999999999999997,0.4,0.0,0.0,0.2,0.6666666666666666,0
Jesse White,2016,8,5,2,10,2,0,2,3,1,2,1,1,1,0,4,6,1,1,0,0,0.2777777777777778,0.4545454545454546,0.0,0.16000000000000003,0.5,0.0,0.15384615384615385,0.375,0.2,0.25,0.16666666666666666,0.16666666666666666,0.2,0.0,0.16666666666666666,0.30000000000000004,0.3333333333333333,0.3333333333333333,0.0,0.0,0
Jimmy Bartel,2016,17,7,6,23,0,1,0,4,2,1,2,2,3,2,9,15,1,1,4,0,0.7777777777777778,0.6363636363636364,0.2352941176470588,0.68,0.0,0.5,0.0,0.5,0.4,0.125,0.3333333333333333,0.3333333333333333,0.6000000000000001,0.5,0.5833333333333334,0.75,0.3333333333333333,0.3333333333333333,0.4,0.0,0
Jed Bews,2016,7,6,5,12,0,0,0,3,5,1,0,3,1,2,3,10,0,0,7,0,0.22222222222222218,0.5454545454545454,0.17647058823529413,0.24,0.0,0.0,0.0,0.375,1.0,0.125,0.0,0.5,0.2,0.5,0.08333333333333334,0.5,0.0,0.0,0.7000000000000001,0.0,0
Mark Blicavs,2016,7,4,10,17,0,0,11,7,1,3,1,1,1,1,8,10,1,0,1,0,0.22222222222222218,0.36363636363636365,0.47058823529411764,0.44000000000000006,0.0,0.0,0.8461538461538463,0.875,0.2,0.375,0.16666666666666666,0.16666666666666666,0.2,0.25,0.5,0.5,0.3333333333333333,0.0,0.1,0.0,0
Josh Caddy,2016,10,5,11,21,1,1,2,6,1,2,5,5,2,1,13,7,0,1,0,0,0.38888888888888895,0.4545454545454546,0.5294117647058824,0.6,0.25,0.5,0.15384615384615385,0.75,0.2,0.25,0.8333333333333333,0.8333333333333333,0.4,0.25,0.9166666666666666,0.35000000000000003,0.0,0.3333333333333333,0.0,0.0,0
Patrick Dangerfield,2016,11,9,10,21,0,2,0,7,0,4,3,5,0,1,10,12,2,2,2,0,0.4444444444444444,0.8181818181818182,0.47058823529411764,0.6,0.0,1.0,0.0,0.875,0.0,0.5,0.5,0.8333333333333333,0.0,0.25,0.6666666666666666,0.6000000000000001,0.6666666666666666,0.6666666666666666,0.2,0.0,0
Mitch Duncan,2016,15,6,10,25,1,1,0,8,1,6,2,5,3,1,9,17,0,0,3,0,0.6666666666666666,0.5454545454545454,0.47058823529411764,0.76,0.25,0.5,0.0,1.0,0.2,0.75,0.3333333333333333,0.8333333333333333,0.6000000000000001,0.25,0.5833333333333334,0.8500000000000001,0.0,0.0,0.30000000000000004,0.0,0
Corey Enright,2016,11,5,8,19,0,0,0,1,1,0,2,2,1,2,3,14,0,0,4,0,0.4444444444444444,0.4545454545454546,0.3529411764705882,0.52,0.0,0.0,0.0,0.125,0.2,0.0,0.3333333333333333,0.3333333333333333,0.2,0.5,0.08333333333333334,0.7000000000000001,0.0,0.0,0.4,0.0,0
Cory Gregson,2016,5,2,8,13,0,0,0,7,0,3,1,3,1,2,7,6,0,0,0,0,0.11111111111111113,0.18181818181818182,0.3529411764705882,0.28,0.0,0.0,0.0,0.875,0.0,0.375,0.16666666666666666,0.5,0.2,0.5,0.41666666666666663,0.30000000000000004,0.0,0.0,0.0,0.0,0
Cameron Guthrie,2016,5,3,14,19,0,0,0,7,1,3,2,4,0,3,5,15,0,0,2,0,0.11111111111111113,0.2727272727272727,0.7058823529411764,0.52,0.0,0.0,0.0,0.875,0.2,0.375,0.3333333333333333,0.6666666666666666,0.0,0.75,0.24999999999999997,0.75,0.0,0.0,0.2,0.0,0
Tom Hawkins,2016,9,5,3,12,4,1,0,4,0,1,0,4,1,1,8,4,3,3,2,0,0.33333333333333337,0.4545454545454546,0.05882352941176469,0.24,1.0,0.5,0.0,0.5,0.0,0.125,0.0,0.6666666666666666,0.2,0.25,0.5,0.2,1.0,1.0,0.2,0.0,0
Lachie Henderson,2016,9,6,5,14,0,0,0,4,1,1,0,4,0,2,5,9,1,0,10,2,0.33333333333333337,0.5454545454545454,0.17647058823529413,0.32000000000000006,0.0,0.0,0.0,0.5,0.2,0.125,0.0,0.6666666666666666,0.0,0.5,0.24999999999999997,0.45,0.3333333333333333,0.0,1.0,0.6666666666666666,0
George Horlin-Smith,2016,5,1,4,9,0,0,0,2,1,2,2,0,0,0,3,6,0,0,1,0,0.11111111111111113,0.09090909090909091,0.11764705882352941,0.12,0.0,0.0,0.0,0.25,0.2,0.25,0.3333333333333333,0.0,0.0,0.0,0.08333333333333334,0.30000000000000004,0.0,0.0,0.1,0.0,0
Shane Kersten,2016,4,4,2,6,0,1,0,3,1,3,0,2,1,0,3,4,1,1,3,3,0.05555555555555555,0.36363636363636365,0.0,0.0,0.0,0.5,0.0,0.375,0.2,0.375,0.0,0.3333333333333333,0.2,0.0,0.08333333333333334,0.2,0.3333333333333333,0.3333333333333333,0.30000000000000004,1.0,0
Darcy Lang,2016,14,6,9,23,1,0,0,3,2,4,2,0,2,0,10,13,1,2,1,0,0.611111111111111,0.5454545454545454,0.4117647058823529,0.68,0.25,0.0,0.0,0.375,0.4,0.5,0.3333333333333333,0.0,0.4,0.0,0.6666666666666666,0.65,0.3333333333333333,0.6666666666666666,0.1,0.0,0
Andrew Mackie,2016,8,3,10,18,0,0,0,3,1,3,1,1,0,0,4,13,0,1,3,0,0.2777777777777778,0.2727272727272727,0.47058823529411764,0.48,0.0,0.0,0.0,0.375,0.2,0.375,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.65,0.0,0.3333333333333333,0.30000000000000004,0.0,0
Daniel Menzel,2016,8,6,7,15,1,1,0,1,1,1,0,2,0,0,6,8,2,2,0,0,0.2777777777777778,0.5454545454545454,0.2941176470588235,0.36,0.25,0.5,0.0,0.125,0.2,0.125,0.0,0.3333333333333333,0.0,0.0,0.33333333333333337,0.4,0.6666666666666666,0.6666666666666666,0.0,0.0,0
Steven Motlop,2016,7,3,5,12,1,2,0,2,0,3,1,1,1,0,3,8,0,1,1,0,0.22222222222222218,0.2727272727272727,0.17647058823529413,0.24,0.25,1.0,0.0,0.25,0.0,0.375,0.16666666666666666,0.16666666666666666,0.2,0.0,0.08333333333333334,0.4,0.0,0.3333333333333333,0.1,0.0,0
Tom Ruggles,2016,10,6,6,16,0,1,0,0,4,1,0,1,0,1,2,13,0,1,0,0,0.38888888888888895,0.5454545454545454,0.2352941176470588,0.4,0.0,0.5,0.0,0.0,0.8,0.125,0.0,0.16666666666666666,0.0,0.25,0.0,0.65,0.0,0.3333333333333333,0.0,0.0,0
Joel Selwood,2016,13,1,5,18,0,0,1,6,0,7,6,5,5,4,11,8,0,0,2,0,0.5555555555555556,0.09090909090909091,0.17647058823529413,0.48,0.0,0.0,0.07692307692307693,0.75,0.0,0.875,1.0,0.8333333333333333,1.0,1.0,0.75,0.4,0.0,0.0,0.2,0.0,0
Zac Smith,2016,4,0,6,10,1,0,12,4,0,3,2,3,1,0,10,0,0,0,3,0,0.05555555555555555,0.0,0.2352941176470588,0.16000000000000003,0.25,0.0,0.9230769230769231,0.5,0.0,0.375,0.3333333333333333,0.5,0.2,0.0,0.6666666666666666,0.0,0.0,0.0,0.30000000000000004,0.0,0
Rhys Stanley,2016,5,3,3,8,1,0,12,2,0,2,0,3,0,2,3,6,1,2,1,1,0.11111111111111113,0.2727272727272727,0.05882352941176469,0.08000000000000002,0.25,0.0,0.9230769230769231,0.25,0.0,0.25,0.0,0.5,0.0,0.5,0.08333333333333334,0.30000000000000004,0.3333333333333333,0.6666666666666666,0.1,0.3333333333333333,0
Harry Taylor,2016,8,5,2,10,0,0,0,1,1,0,0,2,0,1,3,7,2,0,2,0,0.2777777777777778,0.4545454545454546,0.0,0.16000000000000003,0.0,0.0,0.0,0.125,0.2,0.0,0.0,0.3333333333333333,0.0,0.25,0.08333333333333334,0.35000000000000003,0.6666666666666666,0.0,0.2,0.0,0
Rory Atkins,2016,9,5,13,22,1,1,0,2,0,3,6,1,0,0,10,12,0,2,0,2,0.4666666666666667,0.5,0.6111111111111112,0.625,0.2,0.5,0.0,0.25,0.0,0.30000000000000004,0.6666666666666666,0.16666666666666666,0.0,0.0,0.5555555555555556,0.588235294117647,0.0,0.3333333333333333,0.0,1.0,0
Eddie Betts,2016,6,3,5,11,0,0,0,6,0,4,4,2,0,1,7,4,0,2,1,0,0.2666666666666667,0.30000000000000004,0.16666666666666669,0.16666666666666669,0.0,0.0,0.0,0.75,0.0,0.4,0.4444444444444444,0.3333333333333333,0.0,0.5,0.38888888888888884,0.11764705882352941,0.0,0.3333333333333333,0.16666666666666666,0.0,0
Luke Brown,2016,7,6,7,14,1,0,0,2,2,2,0,0,0,0,2,12,1,0,1,0,0.33333333333333337,0.6000000000000001,0.27777777777777773,0.29166666666666663,0.2,0.0,0.0,0.25,0.2857142857142857,0.2,0.0,0.0,0.0,0.0,0.1111111111111111,0.588235294117647,0.3333333333333333,0.0,0.16666666666666666,0.0,0
Charlie Cameron,2016,9,2,3,12,1,1,0,8,1,2,3,2,1,1,10,4,1,1,1,2,0.4666666666666667,0.2,0.05555555555555555,0.20833333333333337,0.2,0.5,0.0,1.0,0.14285714285714285,0.2,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5555555555555556,0.11764705882352941,0.3333333333333333,0.16666666666666666,0.16666666666666666,1.0,0
Kyle Cheney,2016,7,5,4,11,0,0,0,2,1,0,0,1,0,1,2,9,1,0,3,0,0.33333333333333337,0.5,0.1111111111111111,0.16666666666666669,0.0,0.0,0.0,0.25,0.14285714285714285,0.0,0.0,0.16666666666666666,0.0,0.5,0.1111111111111111,0.4117647058823529,0.3333333333333333,0.0,0.5,0.0,0
Richard Douglas,2016,8,5,13,21,1,1,0,4,0,2,4,2,0,2,5,16,0,2,2,1,0.4,0.5,0.6111111111111112,0.5833333333333334,0.2,0.5,0.0,0.5,0.0,0.2,0.4444444444444444,0.3333333333333333,0.0,1.0,0.2777777777777778,0.8235294117647058,0.0,0.3333333333333333,0.3333333333333333,0.5,0
Kyle Hartigan,2016,8,7,8,16,0,0,0,2,3,1,0,2,1,1,7,10,0,0,2,0,0.4,0.7000000000000001,0.3333333333333333,0.375,0.0,0.0,0.0,0.25,0.42857142857142855,0.1,0.0,0.3333333333333333,0.5,0.5,0.38888888888888884,0.47058823529411764,0.0,0.0,0.3333333333333333,0.0,0
Ricky Henderson,2016,13,6,10,23,0,0,0,2,2,4,1,2,0,0,4,17,0,0,0,0,0.7333333333333334,0.6000000000000001,0.4444444444444445,0.6666666666666666,0.0,0.0,0.0,0.25,0.2857142857142857,0.4,0.1111111111111111,0.3333333333333333,0.0,0.0,0.2222222222222222,0.8823529411764706,0.0,0.0,0.0,0.0,0
Sam Jacobs,2016,10,4,2,12,0,0,29,2,0,5,2,1,2,1,5,6,1,0,1,0,0.5333333333333333,0.4,0.0,0.20833333333333337,0.0,0.0,0.8055555555555555,0.25,0.0,0.5,0.2222222222222222,0.16666666666666666,1.0,0.5,0.2777777777777778,0.2352941176470588,0.3333333333333333,0.0,0.16666666666666666,0.0,0
Josh Jenkins,2016,6,4,7,13,1,1,6,2,0,3,1,1,0,1,3,10,0,0,2,0,0.2666666666666667,0.4,0.27777777777777773,0.25,0.2,0.5,0.16666666666666666,0.25,0.0,0.30000000000000004,0.1111111111111111,0.16666666666666666,0.0,0.5,0.16666666666666666,0.47058823529411764,0.0,0.0,0.3333333333333333,0.0,0
Jake Lever,2016,9,2,5,14,0,1,0,1,2,1,1,0,2,0,4,10,0,0,3,1,0.4666666666666667,0.2,0.16666666666666669,0.29166666666666663,0.0,0.5,0.0,0.125,0.2857142857142857,0.1,0.1111111111111111,0.0,1.0,0.0,0.2222222222222222,0.47058823529411764,0.0,0.0,0.5,0.5,0
Tom Lynch,2016,16,10,6,22,2,2,0,0,1,4,0,1,2,1,8,15,3,4,0,0,0.9333333333333333,1.0,0.2222222222222222,0.625,0.4,1.0,0.0,0.0,0.14285714285714285,0.4,0.0,0.16666666666666666,1.0,0.5,0.4444444444444444,0.7647058823529411,1.0,0.6666666666666666,0.0,0.0,2
Jarryd Lyons,2016,13,5,7,20,1,0,0,6,1,7,3,1,1,1,7,13,0,1,0,0,0.7333333333333334,0.5,0.27777777777777773,0.5416666666666666,0.2,0.0,0.0,0.75,0.14285714285714285,0.7000000000000001,0.3333333333333333,0.16666666666666666,0.5,0.5,0.38888888888888884,0.6470588235294117,0.0,0.16666666666666666,0.0,0.0,0
Mitch McGovern,2016,6,5,9,15,3,0,0,0,0,1,0,2,0,0,5,10,0,2,1,0,0.2666666666666667,0.5,0.3888888888888889,0.33333333333333337,0.6000000000000001,0.0,0.0,0.0,0.0,0.1,0.0,0.3333333333333333,0.0,0.0,0.2777777777777778,0.47058823529411764,0.0,0.3333333333333333,0.16666666666666666,0.0,0
Wayne Milera,2016,9,5,3,12,3,0,0,5,0,3,1,1,2,0,4,8,1,1,0,1,0.4666666666666667,0.5,0.05555555555555555,0.20833333333333337,0.6000000000000001,0.0,0.0,0.625,0.0,0.30000000000000004,0.1111111111111111,0.16666666666666666,1.0,0.0,0.2222222222222222,0.3529411764705882,0.3333333333333333,0.16666666666666666,0.0,0.5,0
Paul Seedsman,2016,16,7,5,21,1,0,0,5,1,3,2,3,2,0,3,18,0,0,0,1,0.9333333333333333,0.7000000000000001,0.16666666666666669,0.5833333333333334,0.2,0.0,0.0,0.625,0.14285714285714285,0.30000000000000004,0.2222222222222222,0.5,1.0,0.0,0.16666666666666666,0.9411764705882353,0.0,0.0,0.0,0.5,0
Rory Sloane,2016,10,5,17,27,0,0,1,7,0,5,4,3,1,1,10,17,0,0,1,1,0.5333333333333333,0.5,0.8333333333333333,0.8333333333333334,0.0,0.0,0.027777777777777776,0.875,0.0,0.5,0.4444444444444444,0.5,0.5,0.5,0.5555555555555556,0.8823529411764706,0.0,0.0,0.16666666666666666,0.5,0
Brodie Smith,2016,17,2,7,24,1,0,0,1,1,10,1,4,0,0,5,19,0,0,3,0,1.0,0.2,0.27777777777777773,0.7083333333333334,0.2,0.0,0.0,0.125,0.14285714285714285,1.0,0.1111111111111111,0.6666666666666666,0.0,0.0,0.2777777777777778,1.0,0.0,0.0,0.5,0.0,0
Daniel Talia,2016,12,9,11,23,1,0,0,1,2,2,0,2,1,1,8,14,1,0,6,0,0.6666666666666667,0.9,0.49999999999999994,0.6666666666666666,0.2,0.0,0.0,0.125,0.2857142857142857,0.2,0.0,0.3333333333333333,0.5,0.5,0.4444444444444444,0.7058823529411764,0.3333333333333333,0.0,1.0,0.0,1
